from_variable,to_variable,stage,formula_id,edge_type,source_v4_line
T_stator_B,MC1_TM206_ZDJ_DZ_B_WD_AI,tower_mill,V5_0094,formula_parent,1426
split_NT_s,M_NT_in_solid_s,flotation,V5_0095,formula_parent,1447
M_tm_overflow_solid_delayed,M_NT_in_solid_s,flotation,V5_0095,formula_parent,1447
split_NT_s,M_NT_in_water_s,flotation,V5_0096,formula_parent,1448
M_tm_overflow_water_delayed,M_NT_in_water_s,flotation,V5_0096,formula_parent,1448
Q_NT_under_s,M_NT_under_solid_s,flotation,V5_0097,formula_parent,1462
rho_under_s,M_NT_under_solid_s,flotation,V5_0097,formula_parent,1462
C_under_s,M_NT_under_solid_s,flotation,V5_0097,formula_parent,1462
Q_NT_under_s,M_NT_under_water_s,flotation,V5_0098,formula_parent,1463
rho_under_s,M_NT_under_water_s,flotation,V5_0098,formula_parent,1463
C_under_s,M_NT_under_water_s,flotation,V5_0098,formula_parent,1463
M_cell_j_prev,M_cell_j,flotation,V5_0099,formula_parent,948
dM_cell_j,M_cell_j,flotation,V5_0099,formula_parent,948
"M_cell_j_prev_{s,c}","M_cell_j_{s,c}",flotation,V5_0100,formula_parent,1615
"dM_cell_j_{s,c}","M_cell_j_{s,c}",flotation,V5_0100,formula_parent,1615
conc_j,M_conc_solid,magnetic,V5_0101,formula_parent,1239
M_feed_nom,M_feed_sp,flotation,V5_0102,formula_parent,1622
KWI_feed,M_feed_sp,flotation,V5_0102,formula_parent,1622
WI_ref,M_feed_sp,flotation,V5_0102,formula_parent,1622
Ktm_feed,M_feed_sp,flotation,V5_0102,formula_parent,1622
I_tm_phys,M_feed_sp,flotation,V5_0102,formula_parent,1622
I_tm_ref,M_feed_sp,flotation,V5_0102,formula_parent,1622
Kfroth_feed,M_feed_sp,flotation,V5_0102,formula_parent,1622
h_froth,M_feed_sp,flotation,V5_0102,formula_parent,1622
h_high,M_feed_sp,flotation,V5_0102,formula_parent,1622
Kpool_feed,M_feed_sp,flotation,V5_0102,formula_parent,1622
L_pool,M_feed_sp,flotation,V5_0102,formula_parent,1622
L_high,M_feed_sp,flotation,V5_0102,formula_parent,1622
operator_trim_feed,M_feed_sp,flotation,V5_0102,formula_parent,1622
PRBS_feed_rate,M_feed_sp,flotation,V5_0102,formula_parent,1622
M_feed_min,M_feed_sp,flotation,V5_0102,formula_parent,1622
M_feed_max,M_feed_sp,flotation,V5_0102,formula_parent,1622
M_tm_sand_water,M_mill_water_in,tower_mill,V5_0103,formula_parent,1358
Q_sand_water_phys,M_mill_water_in,tower_mill,V5_0103,formula_parent,1358
rho_water,M_mill_water_in,tower_mill,V5_0103,formula_parent,1358
M_tm_overflow_solid,M_overflow,tower_mill,V5_0104,formula_parent,1343
feed_solid,M_overflow_solid,tower_mill,V5_0105,formula_parent,603
alpha_ov,M_overflow_solid,tower_mill,V5_0105,formula_parent,603
feed_water,M_overflow_water,tower_mill,V5_0106,formula_parent,607
alpha_ov_water,M_overflow_water,tower_mill,V5_0106,formula_parent,607
M_tm_sand_solid,M_sand,tower_mill,V5_0107,formula_parent,1335
feed_solid,M_sand_solid,tower_mill,V5_0108,formula_parent,604
M_overflow_solid,M_sand_solid,tower_mill,V5_0108,formula_parent,604
feed_water,M_sand_water,tower_mill,V5_0109,formula_parent,608
M_overflow_water,M_sand_water,tower_mill,V5_0109,formula_parent,608
Fe_total,M_solid,global,V5_0110,formula_parent,178
Gangue,M_solid,global,V5_0110,formula_parent,178
M_wet_i,M_solid_i,boundary,V5_0111,formula_parent,318
C_i,M_solid_i,boundary,V5_0111,formula_parent,318
M_wet_1,M_solid_mixed,boundary,V5_0112,formula_parent,380
M_wet_2,M_solid_mixed,boundary,V5_0112,formula_parent,380
M_wet_3,M_solid_mixed,boundary,V5_0112,formula_parent,380
feed_solid,M_tm_overflow_solid,tower_mill,V5_0113,formula_parent,1333
alpha_ov,M_tm_overflow_solid,tower_mill,V5_0113,formula_parent,1333
feed_water,M_tm_overflow_water,tower_mill,V5_0114,formula_parent,1337
alpha_ov_water,M_tm_overflow_water,tower_mill,V5_0114,formula_parent,1337
feed_solid,M_tm_sand_solid,tower_mill,V5_0115,formula_parent,1334
M_tm_overflow_solid,M_tm_sand_solid,tower_mill,V5_0115,formula_parent,1334
feed_water,M_tm_sand_water,tower_mill,V5_0116,formula_parent,1338
M_tm_overflow_water,M_tm_sand_water,tower_mill,V5_0116,formula_parent,1338
M_wet,M_water,global,V5_0117,formula_parent,199
M_solid,M_water,global,V5_0117,formula_parent,199
M_wet_i,M_water_i,boundary,V5_0118,formula_parent,319
M_solid_i,M_water_i,boundary,V5_0118,formula_parent,319
M_water_1,M_water_mixed,boundary,V5_0119,formula_parent,381
M_water_2,M_water_mixed,boundary,V5_0119,formula_parent,381
M_water_3,M_water_mixed,boundary,V5_0119,formula_parent,381
M_solid,M_wet,global,V5_0120,formula_parent,198
availability_i,M_wet_i,boundary,V5_0121,formula_parent,316
M_nom_i,M_wet_i,boundary,V5_0121,formula_parent,316
xi_common,M_wet_i,boundary,V5_0121,formula_parent,316
xi_i,M_wet_i,boundary,V5_0121,formula_parent,316
M_min_i,M_wet_i,boundary,V5_0121,formula_parent,316
M_max_i,M_wet_i,boundary,V5_0121,formula_parent,316
M_solid_mixed,M_wet_mixed,boundary,V5_0122,formula_parent,382
M_water_mixed,M_wet_mixed,boundary,V5_0122,formula_parent,382
N_flush_base,N_flush_open,magnetic,V5_0123,formula_parent,1255
Kclog_flush_N,N_flush_open,magnetic,V5_0123,formula_parent,1255
matrix_clog,N_flush_open,magnetic,V5_0123,formula_parent,1255
Kload_flush_N,N_flush_open,magnetic,V5_0123,formula_parent,1255
Q_feed,N_flush_open,magnetic,V5_0123,formula_parent,1255
Q_ref,N_flush_open,magnetic,V5_0123,formula_parent,1255
N_flush_min,N_flush_open,magnetic,V5_0123,formula_parent,1255
N_flush_max,N_flush_open,magnetic,V5_0123,formula_parent,1255
k_naoh_oh,OH_effect,flotation,V5_0124,formula_parent,812
dose_naoh_kg_t,OH_effect,flotation,V5_0124,formula_parent,812
k_cao_oh,OH_effect,flotation,V5_0124,formula_parent,812
dose_cao_kg_t,OH_effect,flotation,V5_0124,formula_parent,812
k_naoh_oh,OH_effect_s,flotation,V5_0125,formula_parent,1525
dose_naoh_kg_t_s,OH_effect_s,flotation,V5_0125,formula_parent,1525
k_cao_oh,OH_effect_s,flotation,V5_0125,formula_parent,1525
dose_cao_kg_t_s,OH_effect_s,flotation,V5_0125,formula_parent,1525
a_fan_b,P_blower_curve_b,flotation,V5_0128,formula_parent,1546
blower_speed_b,P_blower_curve_b,flotation,V5_0128,formula_parent,1546
b_fan_b,P_blower_curve_b,flotation,V5_0128,formula_parent,1546
Q_blower_b,P_blower_curve_b,flotation,V5_0128,formula_parent,1546
P_blower_pressure_min_b,P_blower_curve_b,flotation,V5_0128,formula_parent,1546
P_blower_pressure_max_b,P_blower_curve_b,flotation,V5_0128,formula_parent,1546
V_blower_b,P_blower_power_b,flotation,V5_0129,formula_parent,1660
I_blower_phys_b,P_blower_power_b,flotation,V5_0129,formula_parent,1660
pf_blower_b,P_blower_power_b,flotation,V5_0129,formula_parent,1660
sum_b,P_blower_power_total,flotation,V5_0130,formula_parent,1661
P_blower_power_b,P_blower_power_total,flotation,V5_0130,formula_parent,1661
P_header,P_blower_pressure_b,flotation,V5_0131,formula_parent,1549
k_blower_discharge_drop_b,P_blower_pressure_b,flotation,V5_0131,formula_parent,1549
Q_blower_b,P_blower_pressure_b,flotation,V5_0131,formula_parent,1549
P_blower_pressure_min_b,P_blower_pressure_b,flotation,V5_0131,formula_parent,1549
P_blower_pressure_max_b,P_blower_pressure_b,flotation,V5_0131,formula_parent,1549
Q_blower_b,P_blower_shaft_kW_b,flotation,V5_0132,formula_parent,1551
DeltaP_blower_Pa_b,P_blower_shaft_kW_b,flotation,V5_0132,formula_parent,1551
eta_fan_b,P_blower_shaft_kW_b,flotation,V5_0132,formula_parent,1551
V_cell_motor,"P_cell_motor_{s,c}",flotation,V5_0133,formula_parent,1657
"I_cell_motor_phys_{s,c}","P_cell_motor_{s,c}",flotation,V5_0133,formula_parent,1657
pf_cell,"P_cell_motor_{s,c}",flotation,V5_0133,formula_parent,1657
eta_cell,"P_cell_motor_{s,c}",flotation,V5_0133,formula_parent,1657
P_amb_pressure,"P_cell_{s,c}",flotation,V5_0134,formula_parent,1554
rho_slurry_s,"P_cell_{s,c}",flotation,V5_0134,formula_parent,1554
g,"P_cell_{s,c}",flotation,V5_0134,formula_parent,1554
"L_cell_{s,c}","P_cell_{s,c}",flotation,V5_0134,formula_parent,1554
e6,"P_cell_{s,c}",flotation,V5_0134,formula_parent,1554
k_froth_pressure,"P_cell_{s,c}",flotation,V5_0134,formula_parent,1554
"h_froth_{s,c}","P_cell_{s,c}",flotation,V5_0134,formula_parent,1554
I_exc,P_coil_loss,magnetic,V5_0135,formula_parent,1219
R_coil,P_coil_loss,magnetic,V5_0135,formula_parent,1219
kP,P_cyc,tower_mill,V5_0136,formula_parent,1316
rho_feed,P_cyc,tower_mill,V5_0136,formula_parent,1316
Q_pump,P_cyc,tower_mill,V5_0136,formula_parent,1316
N_cyc_on,P_cyc,tower_mill,V5_0136,formula_parent,1316
P_min,P_cyc,tower_mill,V5_0136,formula_parent,1316
P_max,P_cyc,tower_mill,V5_0136,formula_parent,1316
P_cyc,P_cyc_lag,tower_mill,V5_0137,formula_parent,1312
L_pump_pressure,P_cyc_lag,tower_mill,V5_0137,formula_parent,1312
V_drug_pump,"P_drug_pump_{s,j}",flotation,V5_0138,formula_parent,1659
"I_drug_j_phys_{s,j}","P_drug_pump_{s,j}",flotation,V5_0138,formula_parent,1659
pf_drug,"P_drug_pump_{s,j}",flotation,V5_0138,formula_parent,1659
eta_drug,"P_drug_pump_{s,j}",flotation,V5_0138,formula_parent,1659
water_pressure,P_flush_phys,magnetic,V5_0139,formula_parent,1263
k_flush_Q,P_flush_phys,magnetic,V5_0139,formula_parent,1263
Q_flush,P_flush_phys,magnetic,V5_0139,formula_parent,1263
k_flush_open,P_flush_phys,magnetic,V5_0139,formula_parent,1263
N_flush_open,P_flush_phys,magnetic,V5_0139,formula_parent,1263
P_header_ss,P_header,flotation,V5_0140,formula_parent,1548
P_header_prev,P_header,flotation,V5_0140,formula_parent,1548
tau_header_pressure,P_header,flotation,V5_0140,formula_parent,1548
P_header_nom,P_header_sp,flotation,V5_0141,formula_parent,1537
Kair_header,P_header_sp,flotation,V5_0141,formula_parent,1537
"sum_{s,c}",P_header_sp,flotation,V5_0141,formula_parent,1537
"Q_air_sp_{s,c}",P_header_sp,flotation,V5_0141,formula_parent,1537
Q_air_total_ref,P_header_sp,flotation,V5_0141,formula_parent,1537
Kvalve_header,P_header_sp,flotation,V5_0141,formula_parent,1537
u_bv_ref,P_header_sp,flotation,V5_0141,formula_parent,1537
"mean_{s,c}",P_header_sp,flotation,V5_0141,formula_parent,1537
"u_bv_{s,c}",P_header_sp,flotation,V5_0141,formula_parent,1537
P_header_min,P_header_sp,flotation,V5_0141,formula_parent,1537
P_header_max,P_header_sp,flotation,V5_0141,formula_parent,1537
weighted_mean_b,P_header_ss,flotation,V5_0142,formula_parent,1547
P_blower_curve_b,P_header_ss,flotation,V5_0142,formula_parent,1547
blower_load_share_b,P_header_ss,flotation,V5_0142,formula_parent,1547
header_resistance,P_header_ss,flotation,V5_0142,formula_parent,1547
Q_air_total,P_header_ss,flotation,V5_0142,formula_parent,1547
P_header_min,P_header_ss,flotation,V5_0142,formula_parent,1547
P_header_max,P_header_ss,flotation,V5_0142,formula_parent,1547
P_mech_ss,P_mech,tower_mill,V5_0143,formula_parent,1370
P_mech_prev,P_mech,tower_mill,V5_0143,formula_parent,1370
tau_P,P_mech,tower_mill,V5_0143,formula_parent,1370
P_idle,P_mech_ss,tower_mill,V5_0144,formula_parent,1369
P_media,P_mech_ss,tower_mill,V5_0144,formula_parent,1369
kM,P_mech_ss,tower_mill,V5_0144,formula_parent,1369
M_sand,P_mech_ss,tower_mill,V5_0144,formula_parent,1369
grind_difficulty,P_mech_ss,tower_mill,V5_0144,formula_parent,1369
V_pool_pump,"P_pool_pump_{s,k}",flotation,V5_0145,formula_parent,1658
"I_pool_phys_{s,k}","P_pool_pump_{s,k}",flotation,V5_0145,formula_parent,1658
pf_pool,"P_pool_pump_{s,k}",flotation,V5_0145,formula_parent,1658
eta_pool,"P_pool_pump_{s,k}",flotation,V5_0145,formula_parent,1658
sum_cell_power_s1,P_series1,flotation,V5_0146,formula_parent,1672
sum_pool_power_s1,P_series1,flotation,V5_0146,formula_parent,1672
sum_drug_power_s1,P_series1,flotation,V5_0146,formula_parent,1672
blower_power_share1,P_series1,flotation,V5_0146,formula_parent,1672
P_aux_series1,P_series1,flotation,V5_0146,formula_parent,1672
sum_cell_power_s2,P_series2,flotation,V5_0147,formula_parent,1673
sum_pool_power_s2,P_series2,flotation,V5_0147,formula_parent,1673
sum_drug_power_s2,P_series2,flotation,V5_0147,formula_parent,1673
blower_power_share2,P_series2,flotation,V5_0147,formula_parent,1673
P_aux_series2,P_series2,flotation,V5_0147,formula_parent,1673
split_NT_s,Q_NT_in_s,flotation,V5_0148,formula_parent,1446
Q_tm_overflow_delayed,Q_NT_in_s,flotation,V5_0148,formula_parent,1446
k_NT_under,Q_NT_under_s,flotation,V5_0149,formula_parent,1461
u_NT_under_s,Q_NT_under_s,flotation,V5_0149,formula_parent,1461
L_NT_s,Q_NT_under_s,flotation,V5_0149,formula_parent,1461
C_orifice,Q_air,flotation,V5_0150,formula_parent,848
u_bv,Q_air,flotation,V5_0150,formula_parent,848
P_blower,Q_air,flotation,V5_0150,formula_parent,848
P_cell,Q_air,flotation,V5_0150,formula_parent,848
Q_air_nom,Q_air_sp,flotation,V5_0151,formula_parent,838
Kh,Q_air_sp,flotation,V5_0151,formula_parent,838
h_ref,Q_air_sp,flotation,V5_0151,formula_parent,838
h_froth_sensor,Q_air_sp,flotation,V5_0151,formula_parent,838
Kload,Q_air_sp,flotation,V5_0151,formula_parent,838
M_feed_solid,Q_air_sp,flotation,V5_0151,formula_parent,838
M_ref,Q_air_sp,flotation,V5_0151,formula_parent,838
Khydro,Q_air_sp,flotation,V5_0151,formula_parent,838
hydrophobic_load,Q_air_sp,flotation,V5_0151,formula_parent,838
hydro_ref,Q_air_sp,flotation,V5_0151,formula_parent,838
Kdensity,Q_air_sp,flotation,V5_0151,formula_parent,838
C_ref,Q_air_sp,flotation,V5_0151,formula_parent,838
operator_trim_air,Q_air_sp,flotation,V5_0151,formula_parent,838
PRBS_air,Q_air_sp,flotation,V5_0151,formula_parent,838
Q_air_min,Q_air_sp,flotation,V5_0151,formula_parent,838
Q_air_max,Q_air_sp,flotation,V5_0151,formula_parent,838
Q_air_nom_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
Kh_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
h_ref_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
"h_froth_lag_{s,c}","Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
Kload_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
M_feed_solid_s,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
M_ref,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
Khydro_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
"hydrophobic_load_{s,c}","Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
hydro_ref_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
Kdensity_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
C_s,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
C_ref,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
"operator_trim_air_{s,c}","Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
"PRBS_air_{s,c}","Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
Q_air_min_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
Q_air_max_c,"Q_air_sp_{s,c}",flotation,V5_0152,formula_parent,1535
"sum_{s,c}",Q_air_total,flotation,V5_0153,formula_parent,1538
"Q_air_{s,c}",Q_air_total,flotation,V5_0153,formula_parent,1538
C_orifice_c,"Q_air_{s,c}",flotation,V5_0154,formula_parent,1557
"u_bv_{s,c}","Q_air_{s,c}",flotation,V5_0154,formula_parent,1557
P_header,"Q_air_{s,c}",flotation,V5_0154,formula_parent,1557
"P_cell_{s,c}","Q_air_{s,c}",flotation,V5_0154,formula_parent,1557
blower_load_share_b,Q_blower_b,flotation,V5_0155,formula_parent,1543
Q_air_total,Q_blower_b,flotation,V5_0155,formula_parent,1543
M_conc_solid,Q_conc,magnetic,V5_0156,formula_parent,1241
rho_solid_mix,Q_conc,magnetic,V5_0156,formula_parent,1241
Q_conc_water,Q_conc,magnetic,V5_0156,formula_parent,1241
Q_feed_water,Q_conc_water,magnetic,V5_0157,formula_parent,1240
k_w0,Q_conc_water,magnetic,V5_0157,formula_parent,1240
k_w_clog,Q_conc_water,magnetic,V5_0157,formula_parent,1240
matrix_clog,Q_conc_water,magnetic,V5_0157,formula_parent,1240
k_pipe_cooling,Q_cooling_water,magnetic,V5_0158,formula_parent,1220
water_pressure,Q_cooling_water,magnetic,V5_0158,formula_parent,1220
Q_feed_s1_total,Q_feed_meter_phys,flotation,V5_0159,formula_parent,1623
Q_feed_s2_total,Q_feed_meter_phys,flotation,V5_0159,formula_parent,1623
Q_NT_under_s1,Q_feed_s1_total,flotation,V5_0160,formula_parent,1625
Q_NT_under_s2,Q_feed_s2_total,flotation,V5_0161,formula_parent,1626
Cv_flush,Q_flush,magnetic,V5_0162,formula_parent,1262
u_flush,Q_flush,magnetic,V5_0162,formula_parent,1262
water_pressure,Q_flush,magnetic,V5_0162,formula_parent,1262
N_flush_open,Q_flush,magnetic,V5_0162,formula_parent,1262
froth_j,Q_froth_cell,flotation,V5_0163,formula_parent,895
rho_froth_mix,Q_froth_cell,flotation,V5_0163,formula_parent,895
"froth_j_{s,c}","Q_froth_cell_{s,c}",flotation,V5_0164,formula_parent,1619
"rho_froth_mix_{s,c}","Q_froth_cell_{s,c}",flotation,V5_0164,formula_parent,1619
Q_feed_s1_total,Q_ft_s1_1701_phys,flotation,V5_0165,formula_parent,1629
split_s1_meter1,Q_ft_s1_1701_phys,flotation,V5_0165,formula_parent,1629
Q_feed_s1_total,Q_ft_s1_1702_phys,flotation,V5_0166,formula_parent,1630
split_s1_meter1,Q_ft_s1_1702_phys,flotation,V5_0166,formula_parent,1630
Q_feed_s2_total,Q_ft_s2_2701_phys,flotation,V5_0167,formula_parent,1631
split_s2_meter1,Q_ft_s2_2701_phys,flotation,V5_0167,formula_parent,1631
Q_feed_s2_total,Q_ft_s2_2702_phys,flotation,V5_0168,formula_parent,1632
split_s2_meter1,Q_ft_s2_2702_phys,flotation,V5_0168,formula_parent,1632
Q_feed_s,"Q_in_cell_{s,cx1}",flotation,V5_0169,formula_parent,1574
"Q_out_cell_{s,cx1}","Q_in_cell_{s,cx2}",flotation,V5_0170,formula_parent,1575
"Q_out_cell_{s,cx2}","Q_in_cell_{s,cx3}",flotation,V5_0171,formula_parent,1576
Q_rougher_froth_s,"Q_in_cell_{s,jx}",flotation,V5_0172,formula_parent,1577
Q_rougher_tail_s,"Q_in_cell_{s,sx1}",flotation,V5_0173,formula_parent,1578
Q_scav1_tail_s,"Q_in_cell_{s,sx2}",flotation,V5_0174,formula_parent,1579
Q_scav2_tail_s,"Q_in_cell_{s,sx3}",flotation,V5_0175,formula_parent,1580
Q_cleaner_tail_s,"Q_in_pool_{s,1}",flotation,V5_0176,formula_parent,1634
Q_scav1_conc_s,"Q_in_pool_{s,1}",flotation,V5_0176,formula_parent,1634
Q_scav2_conc_s,"Q_in_pool_{s,2}",flotation,V5_0177,formula_parent,1635
Q_scav3_conc_s,"Q_in_pool_{s,2}",flotation,V5_0177,formula_parent,1635
Q_final_tail_s,"Q_in_pool_{s,3}",flotation,V5_0178,formula_parent,1636
k_pump_j,Q_j_ml_s,flotation,V5_0179,formula_parent,785
f_j,Q_j_ml_s,flotation,V5_0179,formula_parent,785
health_j,Q_j_ml_s,flotation,V5_0179,formula_parent,785
noise,Q_j_ml_s,flotation,V5_0179,formula_parent,785
k_k6_pump,Q_k6_consumption_s,flotation,V5_0180,formula_parent,1511
f_k6_rough_s,Q_k6_consumption_s,flotation,V5_0180,formula_parent,1511
event_k6_refill_s,Q_k6_refill_s,flotation,V5_0181,formula_parent,1513
