from_variable,to_variable,stage,formula_id,edge_type,source_v4_line
meas,fx_s{s}_tk{k}_steam_sp,flotation,V5_0377,formula_parent,1703
"u_steam_sp_{s,k}",fx_s{s}_tk{k}_steam_sp,flotation,V5_0377,formula_parent,1703
meas,fx_s{s}_tk{k}_temp,flotation,V5_0378,formula_parent,1701
"T_tank_{s,k}",fx_s{s}_tk{k}_temp,flotation,V5_0378,formula_parent,1701
meas,fx_s{s}_{c}_air_flow,flotation,V5_0379,formula_parent,1683
"Q_air_{s,c}",fx_s{s}_{c}_air_flow,flotation,V5_0379,formula_parent,1683
meas,fx_s{s}_{c}_air_sp,flotation,V5_0380,formula_parent,1684
"Q_air_sp_{s,c}",fx_s{s}_{c}_air_sp,flotation,V5_0380,formula_parent,1684
meas,fx_s{s}_{c}_bv_pos,flotation,V5_0381,formula_parent,1685
"u_bv_{s,c}",fx_s{s}_{c}_bv_pos,flotation,V5_0381,formula_parent,1685
meas,fx_s{s}_{c}_level,flotation,V5_0382,formula_parent,1680
"L_cell_aerated_{s,c}",fx_s{s}_{c}_level,flotation,V5_0382,formula_parent,1680
meas,fx_s{s}_{c}_level_valve_fb,flotation,V5_0383,formula_parent,1682
"u_lv_fb_{s,c}",fx_s{s}_{c}_level_valve_fb,flotation,V5_0383,formula_parent,1682
meas,fx_s{s}_{c}_level_valve_sp,flotation,V5_0384,formula_parent,1681
"u_lv_sp_{s,c}",fx_s{s}_{c}_level_valve_sp,flotation,V5_0384,formula_parent,1681
meas,fx_s{s}_{c}_motor_curr,flotation,V5_0385,formula_parent,1686
"I_cell_motor_phys_{s,c}",fx_s{s}_{c}_motor_curr,flotation,V5_0385,formula_parent,1686
meas,fx_s{s}_{drug}_curr,flotation,V5_0386,formula_parent,1688
"I_drug_j_phys_{s,drug}",fx_s{s}_{drug}_curr,flotation,V5_0386,formula_parent,1688
meas,fx_s{s}_{drug}_freq,flotation,V5_0387,formula_parent,1687
"f_{s,drug}",fx_s{s}_{drug}_freq,flotation,V5_0387,formula_parent,1687
k_gas,gas_holdup,flotation,V5_0388,formula_parent,888
Q_air,gas_holdup,flotation,V5_0388,formula_parent,888
k_mu_gas,gas_holdup,flotation,V5_0388,formula_parent,888
mu_slurry,gas_holdup,flotation,V5_0388,formula_parent,888
mu_ref,gas_holdup,flotation,V5_0388,formula_parent,888
gas_holdup_max,gas_holdup,flotation,V5_0388,formula_parent,888
k_gas_c,"gas_holdup_{s,c}",flotation,V5_0389,formula_parent,1558
"Q_air_{s,c}","gas_holdup_{s,c}",flotation,V5_0389,formula_parent,1558
k_mu_gas_c,"gas_holdup_{s,c}",flotation,V5_0389,formula_parent,1558
mu_slurry_s,"gas_holdup_{s,c}",flotation,V5_0389,formula_parent,1558
mu_ref,"gas_holdup_{s,c}",flotation,V5_0389,formula_parent,1558
gas_holdup_max_c,"gas_holdup_{s,c}",flotation,V5_0389,formula_parent,1558
M_cell_j_prev,grade_cell_j,flotation,V5_0390,formula_parent,942
M_cell_solid_prev,grade_cell_j,flotation,V5_0390,formula_parent,942
"M_cell_j_prev_{s,c}","grade_cell_j_{s,c}",flotation,V5_0391,formula_parent,1609
"M_cell_solid_prev_{s,c}","grade_cell_j_{s,c}",flotation,V5_0391,formula_parent,1609
kWI,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
WI_mill,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
WI_ref,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
kcoarse,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
F325_sand,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
kC,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
C_mill,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
C_opt,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
kmu,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
mu_feed,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
mu_ref,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
kCL,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
circulating_load,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
CL_ref,grind_difficulty,tower_mill,V5_0392,formula_parent,1363
h_ss,h_froth,flotation,V5_0393,formula_parent,869
h_max,h_froth,flotation,V5_0393,formula_parent,869
tau_froth,h_froth,flotation,V5_0393,formula_parent,869
"h_ss_{s,c}","h_froth_{s,c}",flotation,V5_0394,formula_parent,1568
"h_froth_prev_{s,c}","h_froth_{s,c}",flotation,V5_0394,formula_parent,1568
tau_froth_c,"h_froth_{s,c}",flotation,V5_0394,formula_parent,1568
k_h,h_ss,flotation,V5_0395,formula_parent,868
Q_air,h_ss,flotation,V5_0395,formula_parent,868
hydrophobic_load,h_ss,flotation,V5_0395,formula_parent,868
froth_stability,h_ss,flotation,V5_0395,formula_parent,868
k_collapse,h_ss,flotation,V5_0395,formula_parent,868
k_scrape,h_ss,flotation,V5_0395,formula_parent,868
scraper_speed,h_ss,flotation,V5_0395,formula_parent,868
k_h_c,"h_ss_{s,c}",flotation,V5_0396,formula_parent,1567
"Q_air_{s,c}","h_ss_{s,c}",flotation,V5_0396,formula_parent,1567
"hydrophobic_load_{s,c}","h_ss_{s,c}",flotation,V5_0396,formula_parent,1567
"froth_stability_{s,c}","h_ss_{s,c}",flotation,V5_0396,formula_parent,1567
k_collapse_c,"h_ss_{s,c}",flotation,V5_0396,formula_parent,1567
k_scrape_c,"h_ss_{s,c}",flotation,V5_0396,formula_parent,1567
"scraper_speed_{s,c}","h_ss_{s,c}",flotation,V5_0396,formula_parent,1567
R_header0,header_resistance,flotation,V5_0397,formula_parent,1541
k_header_dust,header_resistance,flotation,V5_0397,formula_parent,1541
air_filter_fouling,header_resistance,flotation,V5_0397,formula_parent,1541
k_header_valve,header_resistance,flotation,V5_0397,formula_parent,1541
u_bv,header_resistance,flotation,V5_0397,formula_parent,1541
M_froth_gangue,hydrophobic_load,flotation,V5_0398,formula_parent,832
M_froth_fe_sil,hydrophobic_load,flotation,V5_0398,formula_parent,832
M_froth_fe_carb,hydrophobic_load,flotation,V5_0398,formula_parent,832
k_fe_froth,hydrophobic_load,flotation,V5_0398,formula_parent,832
M_froth_fe_mag,hydrophobic_load,flotation,V5_0398,formula_parent,832
M_froth_fe_hem,hydrophobic_load,flotation,V5_0398,formula_parent,832
"M_froth_gangue_lag_{s,c}","hydrophobic_load_{s,c}",flotation,V5_0399,formula_parent,1534
"M_froth_fe_sil_lag_{s,c}","hydrophobic_load_{s,c}",flotation,V5_0399,formula_parent,1534
"M_froth_fe_carb_lag_{s,c}","hydrophobic_load_{s,c}",flotation,V5_0399,formula_parent,1534
k_fe_froth,"hydrophobic_load_{s,c}",flotation,V5_0399,formula_parent,1534
"M_froth_fe_mag_lag_{s,c}","hydrophobic_load_{s,c}",flotation,V5_0399,formula_parent,1534
"M_froth_fe_hem_lag_{s,c}","hydrophobic_load_{s,c}",flotation,V5_0399,formula_parent,1534
h0,hydrophobic_potential,global,V5_0400,formula_parent,250
h_lib,hydrophobic_potential,global,V5_0400,formula_parent,250
Liberation_gangue,hydrophobic_potential,global,V5_0400,formula_parent,250
h_sil,hydrophobic_potential,global,V5_0400,formula_parent,250
r_sil,hydrophobic_potential,global,V5_0400,formula_parent,250
h_carb,hydrophobic_potential,global,V5_0400,formula_parent,250
r_carb,hydrophobic_potential,global,V5_0400,formula_parent,250
h_fine,hydrophobic_potential,global,V5_0400,formula_parent,250
f25,hydrophobic_potential,global,V5_0400,formula_parent,250
h_k6,hydrophobic_potential,global,V5_0400,formula_parent,250
dose_DF_K6,hydrophobic_potential,global,V5_0400,formula_parent,250
h_ca,hydrophobic_potential,global,V5_0400,formula_parent,250
Ca2_effect,hydrophobic_potential,global,V5_0400,formula_parent,250
M_sand,inst_circ_load,tower_mill,V5_0401,formula_parent,1356
M_overflow,inst_circ_load,tower_mill,V5_0401,formula_parent,1356
k_float_gangue,k_float_carb,flotation,V5_0402,formula_parent,933
a_carb,k_float_carb,flotation,V5_0402,formula_parent,933
r_carb,k_float_carb,flotation,V5_0402,formula_parent,933
E_Ca2_carb,k_float_carb,flotation,V5_0402,formula_parent,933
"k_float_gangue_{s,c}","k_float_carb_{s,c}",flotation,V5_0403,formula_parent,1604
a_carb_c,"k_float_carb_{s,c}",flotation,V5_0403,formula_parent,1604
r_carb_s,"k_float_carb_{s,c}",flotation,V5_0403,formula_parent,1604
E_Ca2_carb_s,"k_float_carb_{s,c}",flotation,V5_0403,formula_parent,1604
k0_hem,k_float_fe_hem,flotation,V5_0404,formula_parent,935
E_depressant,k_float_fe_hem,flotation,V5_0404,formula_parent,935
entrainment_factor,k_float_fe_hem,flotation,V5_0404,formula_parent,935
k0_hem_c,"k_float_fe_hem_{s,c}",flotation,V5_0405,formula_parent,1606
"E_depressant_{s,c}","k_float_fe_hem_{s,c}",flotation,V5_0405,formula_parent,1606
"entrainment_factor_{s,c}","k_float_fe_hem_{s,c}",flotation,V5_0405,formula_parent,1606
k0_mag,k_float_fe_mag,flotation,V5_0406,formula_parent,934
E_depressant,k_float_fe_mag,flotation,V5_0406,formula_parent,934
entrainment_factor,k_float_fe_mag,flotation,V5_0406,formula_parent,934
k0_mag_c,"k_float_fe_mag_{s,c}",flotation,V5_0407,formula_parent,1605
"E_depressant_{s,c}","k_float_fe_mag_{s,c}",flotation,V5_0407,formula_parent,1605
"entrainment_factor_{s,c}","k_float_fe_mag_{s,c}",flotation,V5_0407,formula_parent,1605
k0_g,k_float_gangue,flotation,V5_0408,formula_parent,931
E_collector,k_float_gangue,flotation,V5_0408,formula_parent,931
E_pH,k_float_gangue,flotation,V5_0408,formula_parent,931
E_air,k_float_gangue,flotation,V5_0408,formula_parent,931
E_density,k_float_gangue,flotation,V5_0408,formula_parent,931
E_size,k_float_gangue,flotation,V5_0408,formula_parent,931
E_lib_g,k_float_gangue,flotation,V5_0408,formula_parent,931
E_mu,k_float_gangue,flotation,V5_0408,formula_parent,931
k0_g_c,"k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
"E_collector_{s,c}","k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
"E_pH_{s,c}","k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
"E_air_{s,c}","k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
"E_density_{s,c}","k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
"E_size_{s,c}","k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
"E_lib_g_{s,c}","k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
"E_mu_{s,c}","k_float_gangue_{s,c}",flotation,V5_0409,formula_parent,1602
k_float_gangue,k_float_sil,flotation,V5_0410,formula_parent,932
a_sil,k_float_sil,flotation,V5_0410,formula_parent,932
r_sil,k_float_sil,flotation,V5_0410,formula_parent,932
E_Ca2_sil,k_float_sil,flotation,V5_0410,formula_parent,932
"k_float_gangue_{s,c}","k_float_sil_{s,c}",flotation,V5_0411,formula_parent,1603
a_sil_c,"k_float_sil_{s,c}",flotation,V5_0411,formula_parent,1603
r_sil_s,"k_float_sil_{s,c}",flotation,V5_0411,formula_parent,1603
E_Ca2_sil_s,"k_float_sil_{s,c}",flotation,V5_0411,formula_parent,1603
true_value_at_sample_point,lab_sample,lab,V5_0412,formula_parent,1038
sigma_sampling,lab_sample,lab,V5_0412,formula_parent,1038
sigma_assay,lab_sample,lab,V5_0412,formula_parent,1038
NaN,lab_var,lab,V5_0413,formula_parent,1041
_x_eryi_line,lab_{i}_eryi_f200,boundary,V5_0414,formula_parent,433
i,lab_{i}_eryi_f200,boundary,V5_0414,formula_parent,433
_f200,lab_{i}_eryi_f200,boundary,V5_0414,formula_parent,433
sigma_f200_pct,lab_{i}_eryi_f200,boundary,V5_0414,formula_parent,433
_x_eryi_line,lab_{i}_eryi_tfe,boundary,V5_0415,formula_parent,432
i,lab_{i}_eryi_tfe,boundary,V5_0415,formula_parent,432
_tfe,lab_{i}_eryi_tfe,boundary,V5_0415,formula_parent,432
sigma_tfe_pct,lab_{i}_eryi_tfe,boundary,V5_0415,formula_parent,432
L_cell,lip_clearance,flotation,V5_0416,formula_parent,937
h_froth,lip_clearance,flotation,V5_0416,formula_parent,937
H_lip_reference,lip_clearance,flotation,V5_0416,formula_parent,937
"L_cell_{s,c}","lip_clearance_{s,c}",flotation,V5_0417,formula_parent,1587
"h_froth_{s,c}","lip_clearance_{s,c}",flotation,V5_0417,formula_parent,1587
H_lip_reference_c,"lip_clearance_{s,c}",flotation,V5_0417,formula_parent,1587
w_low_mag,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
r_mag_ref,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
r_mag,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
w_low_lib,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
Liberation_fe,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
w_coarse,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
F200,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
w_load,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
Q_feed,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
Q_ref,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
w_harmful,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
r_carb,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
r_sil,magnetic_difficulty,magnetic,V5_0418,formula_parent,1207
matrix_clog_prev,matrix_clog,magnetic,V5_0419,formula_parent,1233
clog_buildup,matrix_clog,magnetic,V5_0419,formula_parent,1233
clog_wash,matrix_clog,magnetic,V5_0419,formula_parent,1233
V_mixer_k,"mixer_power_{s,k}",flotation,V5_0420,formula_parent,1652
"I_mixer_phys_{s,k}","mixer_power_{s,k}",flotation,V5_0420,formula_parent,1652
pf_mixer_k,"mixer_power_{s,k}",flotation,V5_0420,formula_parent,1652
eta_mixer_k,"mixer_power_{s,k}",flotation,V5_0420,formula_parent,1652
mu_slurry,mu_feed,tower_mill,V5_0421,formula_parent,1309
C_feed,mu_feed,tower_mill,V5_0421,formula_parent,1309
clay,mu_feed,tower_mill,V5_0421,formula_parent,1309
f25,mu_feed,tower_mill,V5_0421,formula_parent,1309
r_sil,mu_feed,tower_mill,V5_0421,formula_parent,1309
T_slurry_feed,mu_feed,tower_mill,V5_0421,formula_parent,1309
mu_water,mu_slurry,global,V5_0422,formula_parent,207
k_C_mu,mu_slurry,global,V5_0422,formula_parent,207
k_clay_mu,mu_slurry,global,V5_0422,formula_parent,207
clay,mu_slurry,global,V5_0422,formula_parent,207
k_f25_mu,mu_slurry,global,V5_0422,formula_parent,207
f25,mu_slurry,global,V5_0422,formula_parent,207
k_sil_mu,mu_slurry,global,V5_0422,formula_parent,207
r_sil,mu_slurry,global,V5_0422,formula_parent,207
k_temp_mu,mu_slurry,global,V5_0422,formula_parent,207
T_ref,mu_slurry,global,V5_0422,formula_parent,207
T_slurry,mu_slurry,global,V5_0422,formula_parent,207
mu_slurry,mu_under,flotation,V5_0423,formula_parent,730
C_under,mu_under,flotation,V5_0423,formula_parent,730
clay,mu_under,flotation,V5_0423,formula_parent,730
f25,mu_under,flotation,V5_0423,formula_parent,730
r_sil,mu_under,flotation,V5_0423,formula_parent,730
T_under,mu_under,flotation,V5_0423,formula_parent,730
mu_slurry,mu_under_s,flotation,V5_0424,formula_parent,1459
C_under_s,mu_under_s,flotation,V5_0424,formula_parent,1459
clay_s,mu_under_s,flotation,V5_0424,formula_parent,1459
f25_s,mu_under_s,flotation,V5_0424,formula_parent,1459
r_sil_s,mu_under_s,flotation,V5_0424,formula_parent,1459
T_under_s,mu_under_s,flotation,V5_0424,formula_parent,1459
k_oil_cooler,oil_cooling_flow,tower_mill,V5_0425,formula_parent,1390
u_oil_cooler,oil_cooling_flow,tower_mill,V5_0425,formula_parent,1390
cooling_water_pressure,oil_cooling_flow,tower_mill,V5_0425,formula_parent,1390
k_oil_pump,oil_flow,tower_mill,V5_0426,formula_parent,1387
f_oil_pump,oil_flow,tower_mill,V5_0426,formula_parent,1387
health_oil_pump,oil_flow,tower_mill,V5_0426,formula_parent,1387
standardized,online_froth_proxy,dcs,V5_0427,formula_parent,1186
froth_h_lag,online_froth_proxy,dcs,V5_0427,formula_parent,1186
air_flow_lag,online_froth_proxy,dcs,V5_0427,formula_parent,1186
reagent_freq_lag,online_froth_proxy,dcs,V5_0427,formula_parent,1186
standardized,online_load_proxy,dcs,V5_0428,formula_parent,1185
tm_motor_current_lag,online_load_proxy,dcs,V5_0428,formula_parent,1185
cyclone_pressure_lag,online_load_proxy,dcs,V5_0428,formula_parent,1185
feed_flow_lag,online_load_proxy,dcs,V5_0428,formula_parent,1185
feed_j,overflow_j,tower_mill,V5_0429,formula_parent,600
partition_fine_j,overflow_j,tower_mill,V5_0429,formula_parent,600
d50,overflow_j,tower_mill,V5_0429,formula_parent,600
alpha_ov,overflow_j,tower_mill,V5_0429,formula_parent,600
pH_ss,pH,flotation,V5_0430,formula_parent,815
tau_pH,pH,flotation,V5_0430,formula_parent,815
process_noise,pH,flotation,V5_0430,formula_parent,815
pH_ss_s,pH_s,flotation,V5_0431,formula_parent,1528
pH_prev_s,pH_s,flotation,V5_0431,formula_parent,1528
tau_pH,pH_s,flotation,V5_0431,formula_parent,1528
pH_nom,pH_sp,flotation,V5_0432,formula_parent,802
Kcarb_sp,pH_sp,flotation,V5_0432,formula_parent,802
r_carb,pH_sp,flotation,V5_0432,formula_parent,802
r_carb_ref,pH_sp,flotation,V5_0432,formula_parent,802
Ksil_sp,pH_sp,flotation,V5_0432,formula_parent,802
r_sil,pH_sp,flotation,V5_0432,formula_parent,802
r_sil_ref,pH_sp,flotation,V5_0432,formula_parent,802
operator_trim_pH,pH_sp,flotation,V5_0432,formula_parent,802
PRBS_pH,pH_sp,flotation,V5_0432,formula_parent,802
pH_min,pH_sp,flotation,V5_0432,formula_parent,802
pH_max,pH_sp,flotation,V5_0432,formula_parent,802
pH_nom,pH_sp_s,flotation,V5_0433,formula_parent,1520
Kcarb_sp,pH_sp_s,flotation,V5_0433,formula_parent,1520
r_carb_s,pH_sp_s,flotation,V5_0433,formula_parent,1520
r_carb_ref,pH_sp_s,flotation,V5_0433,formula_parent,1520
Ksil_sp,pH_sp_s,flotation,V5_0433,formula_parent,1520
r_sil_s,pH_sp_s,flotation,V5_0433,formula_parent,1520
r_sil_ref,pH_sp_s,flotation,V5_0433,formula_parent,1520
operator_trim_pH_s,pH_sp_s,flotation,V5_0433,formula_parent,1520
PRBS_pH_s,pH_sp_s,flotation,V5_0433,formula_parent,1520
pH_min,pH_sp_s,flotation,V5_0433,formula_parent,1520
pH_max,pH_sp_s,flotation,V5_0433,formula_parent,1520
pH_base,pH_ss,flotation,V5_0434,formula_parent,814
k_pH,pH_ss,flotation,V5_0434,formula_parent,814
OH_effect,pH_ss,flotation,V5_0434,formula_parent,814
buffer_capacity,pH_ss,flotation,V5_0434,formula_parent,814
pH_base,pH_ss_s,flotation,V5_0435,formula_parent,1527
k_pH,pH_ss_s,flotation,V5_0435,formula_parent,1527
OH_effect_s,pH_ss_s,flotation,V5_0435,formula_parent,1527
buffer_capacity_s,pH_ss_s,flotation,V5_0435,formula_parent,1527
w_tm_lab,quality_proxy_s,flotation,V5_0436,formula_parent,1471
ffill_reported,quality_proxy_s,flotation,V5_0436,formula_parent,1471
lab_tm_overflow_tfe,quality_proxy_s,flotation,V5_0436,formula_parent,1471
w_mag_lab,quality_proxy_s,flotation,V5_0436,formula_parent,1471
lab_mag_mixed_conc_tfe,quality_proxy_s,flotation,V5_0436,formula_parent,1471
w_load,quality_proxy_s,flotation,V5_0436,formula_parent,1471
standardize,quality_proxy_s,flotation,V5_0436,formula_parent,1471
agg_tm_motor_current_lag,quality_proxy_s,flotation,V5_0436,formula_parent,1471
w_pressure,quality_proxy_s,flotation,V5_0436,formula_parent,1471
agg_tm_cyclone_feed_pressure_lag,quality_proxy_s,flotation,V5_0436,formula_parent,1471
w_froth,quality_proxy_s,flotation,V5_0436,formula_parent,1471
mean_froth_h_lag,quality_proxy_s,flotation,V5_0436,formula_parent,1471
"tank_map_{k,j}","reagent_heat_load_{s,k}",flotation,V5_0437,formula_parent,1650
"Q_{s,j}","reagent_heat_load_{s,k}",flotation,V5_0437,formula_parent,1650
_ml_s,"reagent_heat_load_{s,k}",flotation,V5_0437,formula_parent,1650
Cp_reagent_j,"reagent_heat_load_{s,k}",flotation,V5_0437,formula_parent,1650
T_reagent_in_j,"reagent_heat_load_{s,k}",flotation,V5_0437,formula_parent,1650
"T_tank_{s,k}","reagent_heat_load_{s,k}",flotation,V5_0437,formula_parent,1650
mu_reagent0_j,"reagent_viscosity_{s,j}",flotation,V5_0438,formula_parent,1647
kT_reagent_j,"reagent_viscosity_{s,j}",flotation,V5_0438,formula_parent,1647
T_ref,"reagent_viscosity_{s,j}",flotation,V5_0438,formula_parent,1647
"T_tank_{s,tank_of(j)}","reagent_viscosity_{s,j}",flotation,V5_0438,formula_parent,1647
sample_time,report_time,lab,V5_0439,formula_parent,1039
report_delay,report_time,lab,V5_0439,formula_parent,1039
rho_slurry,rho_feed,tower_mill,V5_0440,formula_parent,1308
C_feed,rho_feed,tower_mill,V5_0440,formula_parent,1308
rho_solid_mix,rho_feed,tower_mill,V5_0440,formula_parent,1308
M_tm_overflow_solid,rho_overflow,tower_mill,V5_0441,formula_parent,1340
M_tm_overflow_water,rho_overflow,tower_mill,V5_0441,formula_parent,1340
Q_overflow,rho_overflow,tower_mill,V5_0441,formula_parent,1340
M_wet,rho_slurry,global,V5_0442,formula_parent,201
V_slurry,rho_slurry,global,V5_0442,formula_parent,201
M_solid,rho_solid_mix,global,V5_0443,formula_parent,185
Fe_mag,rho_solid_mix,global,V5_0443,formula_parent,185
rho_fe_mag,rho_solid_mix,global,V5_0443,formula_parent,185
Fe_hem,rho_solid_mix,global,V5_0443,formula_parent,185
rho_fe_hem,rho_solid_mix,global,V5_0443,formula_parent,185
Fe_carb,rho_solid_mix,global,V5_0443,formula_parent,185
rho_fe_carb,rho_solid_mix,global,V5_0443,formula_parent,185
Fe_sil,rho_solid_mix,global,V5_0443,formula_parent,185
rho_fe_sil,rho_solid_mix,global,V5_0443,formula_parent,185
Gangue,rho_solid_mix,global,V5_0443,formula_parent,185
rho_gangue,rho_solid_mix,global,V5_0443,formula_parent,185
M_solid_i,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
Fe_mag_i,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
rho_fe_mag,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
Fe_hem_i,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
rho_fe_hem,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
Fe_carb_i,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
rho_fe_carb,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
Fe_sil_i,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
rho_fe_sil,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
Gangue_i,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
rho_gangue,rho_solid_mix_i,boundary,V5_0444,formula_parent,348
M_solid_mixed,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
Fe_mag_i,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
rho_fe_mag,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
Fe_hem_i,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
rho_fe_hem,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
Fe_carb_i,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
rho_fe_carb,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
Fe_sil_i,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
rho_fe_sil,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
Gangue_i,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
rho_gangue,rho_solid_mix_mixed,boundary,V5_0445,formula_parent,398
rho_overflow,rho_tm_overflow,tower_mill,V5_0446,formula_parent,1342
rho_slurry,rho_under,flotation,V5_0447,formula_parent,728
C_under,rho_under,flotation,V5_0447,formula_parent,728
rho_solid_mix,rho_under,flotation,V5_0447,formula_parent,728
rho_slurry,rho_under_s,flotation,V5_0448,formula_parent,1457
C_under_s,rho_under_s,flotation,V5_0448,formula_parent,1457
rho_solid_mix_s,rho_under_s,flotation,V5_0448,formula_parent,1457
flo_feed,rougher_feed,flotation,V5_0449,formula_parent,957
cleaner_tail_prev,rougher_feed,flotation,V5_0449,formula_parent,957
scav1_conc_prev,rougher_feed,flotation,V5_0449,formula_parent,957
feed_j,sand_j,tower_mill,V5_0450,formula_parent,601
overflow_j,sand_j,tower_mill,V5_0450,formula_parent,601
scraper_nom,scraper_speed,flotation,V5_0451,formula_parent,854
K_scrape_P,scraper_speed,flotation,V5_0451,formula_parent,854
h_froth,scraper_speed,flotation,V5_0451,formula_parent,854
h_scrape_ref,scraper_speed,flotation,V5_0451,formula_parent,854
speed_min,scraper_speed,flotation,V5_0451,formula_parent,854
speed_max,scraper_speed,flotation,V5_0451,formula_parent,854
scraper_nom_c,"scraper_speed_{s,c}",flotation,V5_0452,formula_parent,1563
K_scrape_P_c,"scraper_speed_{s,c}",flotation,V5_0452,formula_parent,1563
"h_froth_{s,c}","scraper_speed_{s,c}",flotation,V5_0452,formula_parent,1563
h_scrape_ref_c,"scraper_speed_{s,c}",flotation,V5_0452,formula_parent,1563
speed_min_c,"scraper_speed_{s,c}",flotation,V5_0452,formula_parent,1563
speed_max_c,"scraper_speed_{s,c}",flotation,V5_0452,formula_parent,1563
q_pH,selectivity_proxy,flotation,V5_0453,formula_parent,756
pH,selectivity_proxy,flotation,V5_0453,formula_parent,756
pH_opt,selectivity_proxy,flotation,V5_0453,formula_parent,756
sigma_pH,selectivity_proxy,flotation,V5_0453,formula_parent,756
q_lib,selectivity_proxy,flotation,V5_0453,formula_parent,756
Liberation_gangue,selectivity_proxy,flotation,V5_0453,formula_parent,756
q_Ca,selectivity_proxy,flotation,V5_0453,formula_parent,756
Ca2_effect,selectivity_proxy,flotation,V5_0453,formula_parent,756
q_slime,selectivity_proxy,flotation,V5_0453,formula_parent,756
f25,selectivity_proxy,flotation,V5_0453,formula_parent,756
rho_slurry,specific_gravity,magnetic,V5_0454,formula_parent,1249
rho_water,specific_gravity,magnetic,V5_0454,formula_parent,1249
split_meter_nom,split_s1_meter1,flotation,V5_0455,formula_parent,1627
Kpipe_s1,split_s1_meter1,flotation,V5_0455,formula_parent,1627
pipe_resistance_s1_2,split_s1_meter1,flotation,V5_0455,formula_parent,1627
pipe_resistance_s1_1,split_s1_meter1,flotation,V5_0455,formula_parent,1627
sigma_split_meter,split_s1_meter1,flotation,V5_0455,formula_parent,1627
split_s1_nom,split_s1_total,flotation,V5_0456,formula_parent,1624
Ksplit_s1,split_s1_total,flotation,V5_0456,formula_parent,1624
L_pool_s2,split_s1_total,flotation,V5_0456,formula_parent,1624
L_pool_s1,split_s1_total,flotation,V5_0456,formula_parent,1624
operator_trim_split_s1,split_s1_total,flotation,V5_0456,formula_parent,1624
split_meter_nom,split_s2_meter1,flotation,V5_0457,formula_parent,1628
Kpipe_s2,split_s2_meter1,flotation,V5_0457,formula_parent,1628
pipe_resistance_s2_2,split_s2_meter1,flotation,V5_0457,formula_parent,1628
pipe_resistance_s2_1,split_s2_meter1,flotation,V5_0457,formula_parent,1628
sigma_split_meter,split_s2_meter1,flotation,V5_0457,formula_parent,1628
